	Cardio	CparvumIowaII	CveliaCCMP	Neph10	Pfalciparum3D7	Tgondii	Total
OG0004005	2	0	1	2	0	0	5
OG0004006	1	1	1	2	0	0	5
OG0004007	1	0	0	4	0	0	5
OG0004008	3	1	1	0	0	0	5
OG0004009	1	0	0	4	0	0	5
OG0004010	1	0	0	4	0	0	5
OG0004011	2	0	1	2	0	0	5
OG0004012	1	0	0	4	0	0	5
OG0004013	1	1	1	0	1	1	5
OG0004014	2	0	1	0	1	1	5
OG0004015	1	1	1	0	1	1	5
OG0004016	1	0	1	0	1	2	5
OG0004017	1	0	0	4	0	0	5
OG0004018	1	0	0	4	0	0	5
OG0004019	1	0	0	4	0	0	5
OG0004020	3	0	0	2	0	0	5
OG0004021	1	0	0	4	0	0	5
OG0004022	1	0	0	4	0	0	5
OG0004023	2	0	1	0	1	1	5
OG0004024	2	0	1	0	1	1	5
OG0004025	1	1	1	0	1	1	5
OG0004026	1	0	1	2	0	1	5
OG0004027	1	0	1	0	1	2	5
OG0004028	2	1	1	0	0	1	5
OG0004029	2	1	2	0	0	0	5
OG0004030	1	0	1	2	0	1	5
OG0004031	1	1	1	0	1	1	5
OG0004032	1	0	0	4	0	0	5
OG0004033	2	0	0	3	0	0	5
OG0004034	1	0	0	4	0	0	5
OG0004035	1	1	1	0	1	1	5
OG0004036	1	0	0	0	1	3	5
OG0004037	1	1	1	0	1	1	5
OG0004038	1	0	1	2	1	0	5
OG0004039	2	0	2	0	1	0	5
OG0004040	1	0	0	4	0	0	5
OG0004041	1	0	0	4	0	0	5
OG0004042	1	0	0	4	0	0	5
OG0004043	1	0	0	4	0	0	5
OG0004044	1	0	1	2	0	1	5
OG0004045	1	0	0	4	0	0	5
OG0004046	2	0	0	2	0	1	5
OG0004047	1	0	0	4	0	0	5
OG0004048	1	0	0	2	1	1	5
OG0004049	1	0	0	4	0	0	5
OG0004050	1	0	0	4	0	0	5
OG0004051	1	1	1	0	1	1	5
OG0004052	1	0	0	4	0	0	5
OG0004053	3	0	1	0	0	1	5
OG0004054	1	0	0	2	1	1	5
OG0004055	1	1	1	0	1	1	5
OG0004056	1	0	0	4	0	0	5
OG0004057	1	0	0	4	0	0	5
OG0004058	1	0	0	4	0	0	5
OG0004059	1	0	0	4	0	0	5
OG0004060	1	0	0	4	0	0	5
OG0004061	1	0	0	4	0	0	5
OG0004062	2	0	1	2	0	0	5
OG0004063	1	0	1	0	0	3	5
OG0004064	1	0	1	2	0	1	5
OG0004065	1	0	0	4	0	0	5
OG0004066	1	0	0	4	0	0	5
OG0004067	2	0	1	2	0	0	5
OG0004068	2	1	0	0	1	1	5
OG0004069	1	0	1	2	0	1	5
OG0004070	2	0	3	0	0	0	5
OG0004071	1	0	1	1	1	1	5
OG0004072	1	0	0	2	1	1	5
OG0004073	1	1	1	0	1	1	5
OG0004074	1	0	0	4	0	0	5
OG0004075	1	0	0	4	0	0	5
OG0004076	2	0	1	2	0	0	5
OG0004077	1	1	1	0	1	1	5
OG0004078	1	0	0	4	0	0	5
OG0004079	1	0	2	0	1	1	5
OG0004080	1	0	0	4	0	0	5
OG0004081	1	0	0	4	0	0	5
OG0004082	2	1	1	0	0	1	5
OG0004083	1	1	3	0	0	0	5
OG0004084	1	1	1	0	1	1	5
OG0004085	1	0	0	4	0	0	5
OG0004086	1	0	0	4	0	0	5
OG0004087	1	0	0	4	0	0	5
OG0004088	1	0	0	4	0	0	5
OG0004089	1	0	0	4	0	0	5
OG0004090	1	0	0	4	0	0	5
OG0004091	4	0	0	0	1	0	5
OG0004092	1	1	1	0	1	1	5
OG0004093	1	0	1	2	1	0	5
OG0004094	1	0	0	4	0	0	5
OG0004095	2	0	2	0	0	1	5
OG0004096	1	0	2	0	1	1	5
OG0004097	1	0	0	4	0	0	5
OG0004098	1	0	0	4	0	0	5
OG0004099	1	0	0	2	1	1	5
OG0004100	1	0	1	2	0	1	5
OG0004101	1	0	3	0	0	1	5
OG0004102	2	0	0	3	0	0	5
OG0004103	2	0	1	0	1	1	5
OG0004104	2	0	1	2	0	0	5
OG0004105	1	0	0	4	0	0	5
OG0004106	1	0	0	4	0	0	5
OG0004107	2	0	1	0	1	1	5
OG0004108	1	0	3	0	1	0	5
OG0004109	2	1	1	0	0	1	5
OG0004110	1	0	0	4	0	0	5
OG0004111	1	0	0	4	0	0	5
OG0004112	1	1	1	0	1	1	5
OG0004113	3	0	1	0	0	1	5
OG0004114	1	0	0	4	0	0	5
OG0004115	1	1	0	2	0	1	5
OG0004116	1	0	1	2	0	1	5
OG0004117	1	0	2	0	1	1	5
OG0004118	2	0	1	0	1	1	5
OG0004119	2	0	0	3	0	0	5
OG0004120	1	1	1	0	1	1	5
OG0004121	1	0	0	2	1	1	5
OG0004122	1	0	0	4	0	0	5
OG0004123	2	0	0	0	2	1	5
OG0004124	2	0	1	0	1	1	5
OG0004125	1	0	1	2	0	1	5
OG0004126	1	0	1	2	0	1	5
OG0004127	1	0	0	3	0	1	5
OG0004128	1	0	0	4	0	0	5
OG0004129	1	0	1	2	0	1	5
OG0004130	1	1	1	0	1	1	5
OG0004131	1	0	0	4	0	0	5
OG0004132	2	0	0	0	2	1	5
OG0004133	1	0	0	4	0	0	5
OG0004134	1	1	1	0	1	1	5
OG0004135	1	0	0	4	0	0	5
OG0004136	2	0	1	0	1	1	5
OG0004137	1	1	1	0	1	1	5
OG0004138	2	0	1	0	1	1	5
OG0004139	2	0	0	2	0	1	5
OG0004140	2	0	1	2	0	0	5
OG0004141	1	1	1	2	0	0	5
OG0004142	2	0	0	3	0	0	5
OG0004143	1	0	0	4	0	0	5
OG0004144	1	0	0	3	0	1	5
OG0004145	1	0	0	4	0	0	5
OG0004146	1	0	0	4	0	0	5
OG0004147	2	2	1	0	0	0	5
OG0004148	1	0	1	2	0	1	5
OG0004149	1	0	0	4	0	0	5
OG0004150	1	0	1	2	0	1	5
OG0004151	1	0	0	4	0	0	5
OG0004152	3	0	1	0	0	1	5
OG0004153	1	0	3	0	0	1	5
OG0004154	2	0	1	2	0	0	5
OG0004155	1	1	1	0	1	1	5
OG0004156	1	0	0	4	0	0	5
OG0004157	1	1	1	0	1	1	5
OG0004158	1	0	0	4	0	0	5
OG0004159	1	0	0	4	0	0	5
OG0004160	1	0	0	4	0	0	5
OG0004161	1	0	0	2	1	1	5
OG0004162	1	0	0	4	0	0	5
OG0004163	3	0	0	2	0	0	5
OG0004164	1	0	2	2	0	0	5
OG0004165	1	0	1	2	0	1	5
OG0004166	2	0	1	2	0	0	5
OG0004167	2	0	1	2	0	0	5
OG0004168	2	0	1	0	1	1	5
OG0004169	1	0	2	0	1	1	5
OG0004170	2	0	0	2	0	1	5
OG0004171	1	0	0	4	0	0	5
OG0004172	1	0	2	0	0	2	5
OG0004173	2	1	1	0	1	0	5
OG0004174	4	0	0	0	0	1	5
OG0004175	2	1	1	0	0	1	5
OG0004176	3	0	0	2	0	0	5
OG0004177	2	0	1	1	1	0	5
OG0004178	2	0	1	0	1	1	5
OG0004179	3	0	1	0	1	0	5
OG0004180	1	0	0	4	0	0	5
OG0004181	3	0	0	2	0	0	5
OG0004182	2	0	0	2	0	1	5
OG0004183	1	0	1	3	0	0	5
OG0004184	1	1	1	0	1	1	5
OG0004185	1	1	1	0	1	1	5
OG0004186	1	0	0	4	0	0	5
OG0004187	1	1	0	2	0	1	5
OG0004188	1	1	1	0	1	1	5
OG0004189	1	1	0	2	0	1	5
OG0004190	3	0	0	2	0	0	5
OG0004191	1	0	1	2	0	1	5
OG0004192	1	1	1	0	1	1	5
OG0004193	2	1	1	0	0	1	5
OG0004194	2	0	1	0	1	1	5
OG0004195	2	0	1	0	1	1	5
OG0004196	3	0	0	2	0	0	5
OG0004197	2	0	1	0	1	1	5
OG0004198	0	1	1	2	0	1	5
OG0004199	0	1	1	0	0	3	5
OG0004200	0	1	2	0	1	1	5
OG0004201	0	1	2	0	1	1	5
OG0004202	0	1	1	0	2	1	5
OG0004203	0	1	1	0	2	1	5
OG0004204	0	1	1	3	0	0	5
OG0004205	0	1	2	0	1	1	5
OG0004206	0	1	0	4	0	0	5
OG0004207	0	1	1	1	1	1	5
OG0004208	0	1	1	2	0	1	5
OG0004209	0	1	2	0	1	1	5
OG0004210	0	1	0	2	1	1	5
OG0004211	0	1	1	2	0	1	5
OG0004212	0	1	1	1	1	1	5
OG0004213	0	1	1	0	1	2	5
OG0004214	0	2	2	0	0	1	5
OG0004215	0	1	3	0	0	1	5
OG0004216	0	1	2	0	1	1	5
OG0004217	0	1	0	0	1	3	5
OG0004218	0	1	1	2	1	0	5
OG0004219	0	1	2	0	1	1	5
OG0004220	0	1	1	0	1	2	5
OG0004221	0	1	0	4	0	0	5
OG0004222	0	1	2	0	1	1	5
OG0004223	0	1	3	0	0	1	5
OG0004224	0	1	3	0	0	1	5
OG0004225	0	1	1	2	0	1	5
OG0004226	0	1	1	1	1	1	5
OG0004227	0	1	0	0	4	0	5
OG0004228	0	1	0	2	1	1	5
OG0004229	0	1	0	2	1	1	5
OG0004230	0	0	1	2	1	1	5
OG0004231	0	0	1	2	1	1	5
OG0004232	0	0	4	0	0	1	5
OG0004233	0	0	1	3	1	0	5
OG0004234	0	0	3	2	0	0	5
OG0004235	0	0	1	2	1	1	5
OG0004236	0	0	1	2	1	1	5
OG0004237	0	0	2	2	0	1	5
OG0004238	0	0	4	0	1	0	5
OG0004239	0	0	4	0	0	1	5
OG0004240	0	0	4	0	1	0	5
OG0004241	0	0	1	2	1	1	5
OG0004242	0	0	1	2	1	1	5
OG0004243	0	0	4	0	0	1	5
OG0004244	0	0	2	2	0	1	5
OG0004245	0	0	1	4	0	0	5
OG0004246	0	0	5	0	0	0	5
OG0004247	0	0	3	2	0	0	5
OG0004248	0	0	1	4	0	0	5
OG0004249	0	0	1	3	0	1	5
OG0004250	0	0	1	4	0	0	5
OG0004251	0	0	1	2	1	1	5
OG0004252	0	0	1	2	1	1	5
OG0004253	0	0	1	2	1	1	5
OG0004254	0	0	1	4	0	0	5
OG0004255	0	0	1	2	1	1	5
OG0004256	0	0	1	4	0	0	5
OG0004257	0	0	1	4	0	0	5
OG0004258	0	0	1	2	1	1	5
OG0004259	0	0	1	2	1	1	5
OG0004260	0	0	1	2	1	1	5
OG0004261	0	0	1	2	1	1	5
OG0004262	0	0	1	2	1	1	5
OG0004263	0	0	1	2	1	1	5
OG0004264	0	0	2	0	1	2	5
OG0004265	0	0	1	4	0	0	5
OG0004266	0	0	3	0	1	1	5
OG0004267	0	0	1	3	0	1	5
OG0004268	0	0	2	2	0	1	5
OG0004269	0	0	1	4	0	0	5
OG0004270	0	0	1	4	0	0	5
OG0004271	0	0	1	2	1	1	5
OG0004272	0	0	1	4	0	0	5
OG0004273	0	0	1	4	0	0	5
OG0004274	0	0	1	2	1	1	5
OG0004275	0	0	1	0	2	2	5
OG0004276	0	0	1	4	0	0	5
OG0004277	0	0	1	0	1	3	5
OG0004278	0	0	1	2	1	1	5
OG0004279	0	0	1	2	1	1	5
OG0004280	0	0	0	2	1	2	5
OG0004281	0	0	0	4	1	0	5
OG0004282	0	0	0	4	0	1	5
OG0004283	0	0	0	4	0	1	5
OG0004284	0	0	0	4	0	1	5
OG0004285	0	0	0	3	1	1	5
OG0004286	0	0	0	5	0	0	5
OG0004287	0	0	0	5	0	0	5
OG0004288	0	0	0	3	1	1	5
OG0004289	0	0	0	4	0	1	5
OG0004290	0	0	0	4	0	1	5
OG0004291	0	0	0	4	0	1	5
OG0004292	0	0	0	5	0	0	5
OG0004293	2	0	0	2	0	0	4
OG0004294	2	0	1	0	0	1	4
OG0004295	2	0	0	2	0	0	4
OG0004296	1	0	0	2	1	0	4
OG0004297	1	0	1	2	0	0	4
OG0004298	2	0	1	0	1	0	4
OG0004299	2	1	0	0	0	1	4
OG0004300	2	0	0	2	0	0	4
OG0004301	1	0	1	0	1	1	4
OG0004302	1	1	1	0	0	1	4
OG0004303	2	0	1	0	0	1	4
OG0004304	2	0	0	2	0	0	4
OG0004305	2	0	0	2	0	0	4
OG0004306	2	0	0	2	0	0	4
OG0004307	2	0	0	2	0	0	4
OG0004308	1	0	1	2	0	0	4
OG0004309	1	1	0	0	1	1	4
OG0004310	1	0	1	2	0	0	4
OG0004311	1	0	1	2	0	0	4
OG0004312	3	0	0	1	0	0	4
OG0004313	1	1	1	0	1	0	4
OG0004314	2	0	0	2	0	0	4
OG0004315	2	0	1	0	0	1	4
OG0004316	3	0	0	0	0	1	4
OG0004317	1	0	1	2	0	0	4
OG0004318	1	0	0	3	0	0	4
OG0004319	1	0	0	3	0	0	4
OG0004320	1	0	2	0	0	1	4
OG0004321	1	0	0	1	2	0	4
OG0004322	2	0	0	0	2	0	4
OG0004323	1	0	1	0	1	1	4
OG0004324	1	1	1	0	0	1	4
OG0004325	1	0	0	2	0	1	4
OG0004326	1	0	2	0	0	1	4
OG0004327	1	1	0	0	1	1	4
OG0004328	1	0	1	0	1	1	4
OG0004329	1	0	1	2	0	0	4
OG0004330	2	0	0	2	0	0	4
OG0004331	2	0	0	2	0	0	4
OG0004332	2	0	0	2	0	0	4
OG0004333	2	0	0	2	0	0	4
OG0004334	2	0	0	2	0	0	4
OG0004335	2	0	0	2	0	0	4
OG0004336	2	1	0	0	0	1	4
OG0004337	2	0	1	0	1	0	4
OG0004338	1	1	1	0	0	1	4
OG0004339	2	0	0	2	0	0	4
OG0004340	1	0	1	2	0	0	4
OG0004341	1	0	1	2	0	0	4
OG0004342	1	0	2	0	0	1	4
OG0004343	1	1	1	0	0	1	4
OG0004344	2	0	1	0	1	0	4
OG0004345	3	0	1	0	0	0	4
OG0004346	1	0	1	2	0	0	4
OG0004347	2	0	0	2	0	0	4
OG0004348	1	0	2	0	0	1	4
OG0004349	1	0	3	0	0	0	4
OG0004350	3	0	0	1	0	0	4
OG0004351	1	1	1	0	0	1	4
OG0004352	1	0	1	2	0	0	4
OG0004353	3	0	1	0	0	0	4
OG0004354	1	0	1	0	1	1	4
OG0004355	1	0	0	3	0	0	4
OG0004356	2	0	0	2	0	0	4
OG0004357	1	0	1	0	1	1	4
OG0004358	2	0	0	2	0	0	4
OG0004359	2	0	0	2	0	0	4
OG0004360	2	0	0	0	1	1	4
OG0004361	2	0	0	2	0	0	4
OG0004362	2	0	0	2	0	0	4
OG0004363	2	0	0	2	0	0	4
OG0004364	2	0	1	0	0	1	4
OG0004365	2	0	0	2	0	0	4
OG0004366	1	0	1	2	0	0	4
OG0004367	3	0	1	0	0	0	4
OG0004368	1	0	1	2	0	0	4
OG0004369	1	1	0	2	0	0	4
OG0004370	1	0	1	0	1	1	4
OG0004371	1	0	0	3	0	0	4
OG0004372	2	0	0	2	0	0	4
OG0004373	1	0	0	3	0	0	4
OG0004374	2	0	0	2	0	0	4
OG0004375	1	1	1	0	0	1	4
OG0004376	1	0	0	3	0	0	4
OG0004377	2	0	0	2	0	0	4
OG0004378	3	0	1	0	0	0	4
OG0004379	2	0	1	0	0	1	4
OG0004380	2	1	0	0	0	1	4
OG0004381	3	0	1	0	0	0	4
OG0004382	1	0	0	3	0	0	4
OG0004383	1	1	0	2	0	0	4
OG0004384	1	1	1	0	0	1	4
OG0004385	3	0	1	0	0	0	4
OG0004386	2	0	0	2	0	0	4
OG0004387	2	0	0	2	0	0	4
OG0004388	1	0	0	3	0	0	4
OG0004389	2	0	0	2	0	0	4
OG0004390	2	0	0	2	0	0	4
OG0004391	2	0	0	2	0	0	4
OG0004392	2	0	1	0	0	1	4
OG0004393	1	0	0	2	0	1	4
OG0004394	1	1	1	0	1	0	4
OG0004395	2	0	0	2	0	0	4
OG0004396	1	0	0	3	0	0	4
OG0004397	1	0	1	0	1	1	4
OG0004398	2	0	0	2	0	0	4
OG0004399	3	0	0	0	0	1	4
OG0004400	2	0	0	2	0	0	4
OG0004401	2	0	0	2	0	0	4
OG0004402	2	0	0	2	0	0	4
OG0004403	2	0	1	0	0	1	4
OG0004404	3	0	0	0	0	1	4
OG0004405	3	0	0	0	0	1	4
OG0004406	1	0	0	3	0	0	4
OG0004407	2	0	0	2	0	0	4
OG0004408	2	0	1	0	0	1	4
OG0004409	2	0	0	2	0	0	4
OG0004410	2	0	0	2	0	0	4
OG0004411	1	0	1	2	0	0	4
OG0004412	1	0	1	0	1	1	4
OG0004413	2	0	0	2	0	0	4
OG0004414	1	0	1	2	0	0	4
OG0004415	2	0	0	2	0	0	4
OG0004416	1	0	0	3	0	0	4
OG0004417	2	0	0	2	0	0	4
OG0004418	2	0	0	0	1	1	4
OG0004419	1	0	1	0	1	1	4
OG0004420	3	0	1	0	0	0	4
OG0004421	3	0	1	0	0	0	4
OG0004422	2	0	0	2	0	0	4
OG0004423	1	0	1	2	0	0	4
OG0004424	3	0	0	1	0	0	4
OG0004425	1	1	1	0	0	1	4
OG0004426	2	0	0	2	0	0	4
OG0004427	2	0	0	2	0	0	4
OG0004428	1	0	1	1	0	1	4
OG0004429	1	0	0	3	0	0	4
OG0004430	3	0	0	0	0	1	4
OG0004431	4	0	0	0	0	0	4
OG0004432	1	0	0	3	0	0	4
OG0004433	2	0	0	2	0	0	4
OG0004434	1	0	1	2	0	0	4
OG0004435	1	0	0	3	0	0	4
OG0004436	2	0	0	2	0	0	4
OG0004437	2	0	1	0	0	1	4
OG0004438	3	0	1	0	0	0	4
OG0004439	3	0	1	0	0	0	4
OG0004440	2	0	0	2	0	0	4
OG0004441	1	0	0	3	0	0	4
OG0004442	1	1	0	2	0	0	4
OG0004443	2	0	0	2	0	0	4
OG0004444	1	1	1	0	0	1	4
OG0004445	1	0	1	0	1	1	4
OG0004446	1	0	1	0	1	1	4
OG0004447	1	1	0	0	1	1	4
OG0004448	2	0	1	0	0	1	4
OG0004449	1	0	1	0	1	1	4
OG0004450	2	0	1	0	1	0	4
OG0004451	1	0	2	0	0	1	4
OG0004452	1	1	1	0	0	1	4
OG0004453	1	0	2	0	0	1	4
OG0004454	2	0	1	0	0	1	4
OG0004455	1	0	0	3	0	0	4
OG0004456	2	0	0	2	0	0	4
OG0004457	2	0	1	0	0	1	4
OG0004458	2	0	0	0	1	1	4
OG0004459	1	0	2	0	0	1	4
OG0004460	1	0	2	0	0	1	4
OG0004461	1	1	1	0	0	1	4
OG0004462	1	0	0	2	0	1	4
OG0004463	2	0	2	0	0	0	4
OG0004464	1	0	1	0	1	1	4
OG0004465	2	0	0	2	0	0	4
OG0004466	1	0	2	0	1	0	4
OG0004467	1	0	1	2	0	0	4
OG0004468	1	1	1	0	1	0	4
OG0004469	1	0	0	3	0	0	4
OG0004470	1	0	1	0	1	1	4
OG0004471	1	1	0	0	1	1	4
OG0004472	1	1	1	0	0	1	4
OG0004473	1	0	0	2	1	0	4
OG0004474	1	0	0	3	0	0	4
OG0004475	1	0	0	3	0	0	4
OG0004476	1	0	0	0	1	2	4
OG0004477	1	0	2	0	0	1	4
OG0004478	1	0	0	2	0	1	4
OG0004479	1	0	1	0	1	1	4
OG0004480	1	0	0	3	0	0	4
OG0004481	1	0	1	0	1	1	4
OG0004482	2	0	0	2	0	0	4
OG0004483	1	1	2	0	0	0	4
OG0004484	1	0	1	0	1	1	4
OG0004485	1	0	1	0	1	1	4
OG0004486	1	0	1	0	1	1	4
OG0004487	1	0	1	0	0	2	4
OG0004488	1	0	2	0	0	1	4
OG0004489	1	0	1	0	1	1	4
OG0004490	1	1	1	0	0	1	4
OG0004491	1	0	0	2	1	0	4
OG0004492	1	0	0	3	0	0	4
OG0004493	1	0	1	0	1	1	4
OG0004494	1	0	1	0	1	1	4
OG0004495	2	0	1	0	1	0	4
OG0004496	1	0	0	3	0	0	4
OG0004497	1	0	0	3	0	0	4
OG0004498	1	0	1	0	1	1	4
OG0004499	1	0	3	0	0	0	4
OG0004500	2	0	0	2	0	0	4
OG0004501	1	1	1	0	0	1	4
OG0004502	1	0	1	0	1	1	4
OG0004503	1	1	0	0	1	1	4
OG0004504	1	0	1	0	1	1	4
OG0004505	2	0	0	2	0	0	4
OG0004506	1	0	1	2	0	0	4
OG0004507	1	0	2	0	0	1	4
OG0004508	1	1	0	2	0	0	4
OG0004509	2	0	2	0	0	0	4
OG0004510	3	0	0	0	0	1	4
OG0004511	1	0	0	3	0	0	4
OG0004512	2	0	0	2	0	0	4
OG0004513	1	1	1	0	0	1	4
OG0004514	1	1	1	0	1	0	4
OG0004515	1	1	0	0	2	0	4
OG0004516	1	1	0	2	0	0	4
OG0004517	1	0	3	0	0	0	4
OG0004518	1	1	1	0	1	0	4
OG0004519	2	0	0	2	0	0	4
OG0004520	1	1	0	0	1	1	4
OG0004521	1	0	0	2	0	1	4
OG0004522	1	0	0	3	0	0	4
OG0004523	1	0	1	1	0	1	4
OG0004524	1	1	1	0	0	1	4
OG0004525	1	0	0	3	0	0	4
OG0004526	1	0	1	0	1	1	4
OG0004527	2	0	0	2	0	0	4
OG0004528	1	1	1	0	0	1	4
OG0004529	1	0	1	0	1	1	4
OG0004530	1	2	1	0	0	0	4
OG0004531	1	1	0	2	0	0	4
OG0004532	1	2	0	0	0	1	4
OG0004533	1	0	1	0	1	1	4
OG0004534	1	1	1	0	0	1	4
OG0004535	2	0	0	2	0	0	4
OG0004536	1	0	1	0	1	1	4
OG0004537	2	0	1	0	0	1	4
OG0004538	1	0	1	0	1	1	4
OG0004539	1	0	0	3	0	0	4
OG0004540	1	1	1	0	0	1	4
OG0004541	1	0	1	0	1	1	4
OG0004542	1	1	2	0	0	0	4
OG0004543	2	0	0	2	0	0	4
OG0004544	1	0	0	3	0	0	4
OG0004545	1	0	0	0	1	2	4
OG0004546	1	0	1	0	1	1	4
OG0004547	1	0	0	2	0	1	4
OG0004548	1	0	1	0	1	1	4
OG0004549	1	1	0	0	1	1	4
OG0004550	1	1	0	0	1	1	4
OG0004551	2	0	0	2	0	0	4
OG0004552	1	1	0	0	1	1	4
OG0004553	1	0	3	0	0	0	4
OG0004554	1	0	1	0	1	1	4
OG0004555	2	0	0	2	0	0	4
OG0004556	1	0	1	0	1	1	4
OG0004557	1	1	1	0	0	1	4
OG0004558	1	0	1	0	1	1	4
OG0004559	1	0	0	3	0	0	4
OG0004560	1	1	0	0	1	1	4
OG0004561	2	0	1	0	0	1	4
OG0004562	2	0	0	2	0	0	4
OG0004563	1	0	0	2	0	1	4
OG0004564	1	0	1	0	1	1	4
OG0004565	1	0	1	2	0	0	4
OG0004566	1	0	1	0	1	1	4
OG0004567	1	0	0	2	1	0	4
OG0004568	1	0	1	0	1	1	4
OG0004569	2	0	1	0	0	1	4
OG0004570	1	0	0	3	0	0	4
OG0004571	1	0	1	0	1	1	4
OG0004572	2	0	0	2	0	0	4
OG0004573	1	0	1	2	0	0	4
OG0004574	1	0	1	2	0	0	4
OG0004575	1	0	0	3	0	0	4
OG0004576	1	0	1	2	0	0	4
OG0004577	1	1	0	1	1	0	4
OG0004578	1	0	1	2	0	0	4
OG0004579	1	0	1	0	1	1	4
OG0004580	3	0	1	0	0	0	4
OG0004581	1	0	1	0	1	1	4
OG0004582	2	1	0	0	0	1	4
OG0004583	1	0	1	0	1	1	4
OG0004584	2	0	0	2	0	0	4
OG0004585	2	0	0	2	0	0	4
OG0004586	1	0	1	0	1	1	4
OG0004587	1	1	1	0	1	0	4
OG0004588	1	0	1	0	1	1	4
OG0004589	1	1	1	0	0	1	4
OG0004590	2	0	0	0	1	1	4
OG0004591	1	0	1	2	0	0	4
OG0004592	2	0	0	2	0	0	4
OG0004593	1	1	0	0	1	1	4
OG0004594	1	0	0	3	0	0	4
OG0004595	1	0	1	0	1	1	4
OG0004596	1	0	1	0	1	1	4
OG0004597	1	0	1	2	0	0	4
OG0004598	1	0	2	0	0	1	4
OG0004599	2	0	1	0	0	1	4
OG0004600	1	0	0	2	0	1	4
OG0004601	1	0	1	2	0	0	4
OG0004602	1	2	0	0	0	1	4
OG0004603	2	0	1	0	0	1	4
OG0004604	3	0	0	0	1	0	4
OG0004605	1	0	1	0	1	1	4
OG0004606	2	0	0	0	1	1	4
OG0004607	2	0	0	2	0	0	4
OG0004608	1	1	0	2	0	0	4
OG0004609	2	0	0	2	0	0	4
OG0004610	2	0	0	0	1	1	4
OG0004611	1	1	0	2	0	0	4
OG0004612	1	0	1	2	0	0	4
OG0004613	1	0	1	0	1	1	4
OG0004614	2	0	0	2	0	0	4
OG0004615	1	0	1	0	1	1	4
OG0004616	1	0	1	0	1	1	4
OG0004617	1	0	1	0	1	1	4
OG0004618	1	0	0	2	0	1	4
OG0004619	1	0	1	2	0	0	4
OG0004620	1	0	0	2	1	0	4
OG0004621	1	0	2	0	0	1	4
OG0004622	2	0	0	1	0	1	4
OG0004623	1	0	1	0	1	1	4
OG0004624	1	0	1	0	1	1	4
OG0004625	1	1	1	0	1	0	4
OG0004626	2	0	0	2	0	0	4
OG0004627	2	0	0	2	0	0	4
OG0004628	2	0	0	0	1	1	4
OG0004629	1	0	1	2	0	0	4
OG0004630	1	0	1	0	0	2	4
OG0004631	2	0	0	2	0	0	4
OG0004632	1	0	2	0	0	1	4
OG0004633	2	0	1	0	0	1	4
OG0004634	1	0	1	0	1	1	4
OG0004635	2	0	0	2	0	0	4
OG0004636	1	0	1	2	0	0	4
OG0004637	2	0	0	2	0	0	4
OG0004638	1	0	0	3	0	0	4
OG0004639	1	0	0	3	0	0	4
OG0004640	2	0	0	2	0	0	4
OG0004641	1	0	1	0	1	1	4
OG0004642	1	0	1	2	0	0	4
OG0004643	1	0	0	3	0	0	4
OG0004644	2	0	0	0	1	1	4
OG0004645	2	0	0	2	0	0	4
OG0004646	1	0	0	3	0	0	4
OG0004647	1	0	1	2	0	0	4
OG0004648	1	0	0	2	1	0	4
OG0004649	2	0	0	2	0	0	4
OG0004650	1	0	1	2	0	0	4
OG0004651	2	0	0	2	0	0	4
OG0004652	1	2	0	0	0	1	4
OG0004653	1	0	0	3	0	0	4
OG0004654	1	0	1	2	0	0	4
OG0004655	1	0	1	0	1	1	4
OG0004656	2	1	0	0	0	1	4
OG0004657	1	0	1	0	1	1	4
OG0004658	1	1	0	0	1	1	4
OG0004659	1	0	0	2	1	0	4
OG0004660	2	0	0	2	0	0	4
OG0004661	2	0	0	2	0	0	4
OG0004662	1	0	1	0	1	1	4
OG0004663	1	1	1	0	0	1	4
OG0004664	1	0	3	0	0	0	4
OG0004665	1	0	1	0	1	1	4
OG0004666	4	0	0	0	0	0	4
OG0004667	2	0	1	0	1	0	4
OG0004668	1	0	1	0	1	1	4
OG0004669	3	0	0	1	0	0	4
OG0004670	2	0	0	2	0	0	4
OG0004671	1	0	1	0	1	1	4
OG0004672	1	0	1	0	1	1	4
OG0004673	0	1	1	0	1	1	4
OG0004674	0	1	1	0	1	1	4
OG0004675	0	1	1	0	1	1	4
OG0004676	0	1	1	0	1	1	4
OG0004677	0	1	2	0	0	1	4
OG0004678	0	1	1	2	0	0	4
OG0004679	0	1	1	0	1	1	4
OG0004680	0	1	1	0	1	1	4
OG0004681	0	2	2	0	0	0	4
OG0004682	0	1	1	0	1	1	4
OG0004683	0	1	1	0	1	1	4
OG0004684	0	1	2	0	0	1	4
OG0004685	0	1	1	0	1	1	4
OG0004686	0	1	1	0	1	1	4
OG0004687	0	1	2	0	1	0	4
OG0004688	0	1	0	2	0	1	4
OG0004689	0	1	1	0	1	1	4
OG0004690	0	1	1	0	1	1	4
OG0004691	0	1	0	0	1	2	4
OG0004692	0	1	0	0	1	2	4
OG0004693	0	1	0	2	0	1	4
OG0004694	0	1	1	0	1	1	4
OG0004695	0	1	1	0	1	1	4
OG0004696	0	1	3	0	0	0	4
OG0004697	0	1	1	0	1	1	4
OG0004698	0	3	0	0	1	0	4
OG0004699	0	1	1	0	1	1	4
OG0004700	0	1	2	1	0	0	4
OG0004701	0	1	1	0	1	1	4
